,tienda_id,empleados,publicidad,ubicacion,ventas
868,17,22.0,5848.0,3,34404.0
870,24,4.0,2577.0,3,16135.0
871,5,17.0,3898.0,2,40468.0
872,34,14.0,4477.0,1,35018.0
873,6,19.0,5499.0,2,54995.0
874,2,9.0,3127.0,2,41829.0
875,13,21.0,5850.0,1,64382.0
877,43,5.0,6558.0,2,44853.0
878,48,11.0,3275.0,3,26291.0
879,11,20.0,4181.0,1,33042.0
880,47,3.0,7884.0,3,17456.0
882,16,15.0,2215.0,1,51728.0
883,31,14.0,3738.0,3,18778.0
884,11,11.0,1448.0,1,19172.0
885,16,20.0,8345.0,1,33746.0
886,8,8.0,4434.0,1,27877.0
887,4,4.0,4453.0,1,22385.0
888,40,27.0,6485.0,3,60562.0
890,25,8.0,4568.0,1,34589.0
891,3,6.0,3496.0,1,7927.0
892,32,15.0,1489.0,1,51218.0
893,3,12.0,5101.0,1,45053.0
895,29,16.0,5158.0,3,25254.0
898,19,20.0,3491.0,2,45440.0
900,5,28.0,5733.0,2,65618.0
901,18,4.0,4364.0,1,15051.0
902,28,11.0,4289.0,2,32077.0
903,42,13.0,6337.0,1,25732.0
905,21,9.0,7159.0,1,17326.0
906,6,4.0,5471.0,1,25803.0
907,1,12.0,4267.0,3,37675.0
908,5,9.0,1896.0,1,29032.0
909,41,13.0,6326.0,2,58388.0
910,12,16.0,5565.0,3,25046.0
911,26,26.0,5662.0,2,56042.0
912,46,6.0,5725.0,1,28002.0
913,34,10.0,3941.0,3,28875.0
914,49,13.0,4697.0,1,33410.0
915,14,7.0,4082.0,1,23517.0
916,26,28.0,7500.0,2,57338.0
918,27,19.0,3761.0,2,57084.0
919,9,24.0,7637.0,3,56927.0
920,26,19.0,7419.0,2,50073.0
921,47,17.0,5472.0,1,34356.0
923,47,13.0,4240.0,2,39140.0
924,30,26.0,4912.0,2,72991.0
925,43,28.0,3250.0,2,55252.0
926,48,21.0,5966.0,1,52727.0
927,17,2.0,8305.0,2,24666.0
928,26,10.0,6125.0,1,9959.0
929,36,22.0,2793.0,3,36801.0
930,1,13.0,5910.0,2,60622.0
931,8,26.0,5389.0,1,46457.0
932,49,9.0,5892.0,2,35841.0
933,35,1.0,3360.0,2,24268.0
934,15,14.0,5006.0,3,31978.0
937,14,20.0,4101.0,1,43387.0
938,26,15.0,4424.0,1,43625.0
939,28,1.0,6996.0,3,4955.0
940,23,17.0,7294.0,1,42066.0
941,14,24.0,1169.0,3,51756.0
942,24,13.0,6995.0,3,24898.0
943,2,27.0,7357.0,2,64653.0
944,45,15.0,7229.0,2,36767.0
945,26,16.0,3940.0,1,46621.0
946,14,16.0,4540.0,3,34217.0
947,7,2.0,1865.0,3,5237.0
948,3,17.0,810.0,3,28064.0
949,47,11.0,4276.0,2,39830.0
950,23,8.0,5152.0,3,24463.0
951,46,20.0,5353.0,1,37755.0
952,43,3.0,6642.0,1,14072.0
953,47,29.0,11122.0,2,69764.0
954,45,12.0,4208.0,1,32876.0
955,18,20.0,2888.0,3,53369.0
956,38,16.0,6092.0,3,25846.0
957,35,14.0,5444.0,1,18825.0
958,15,16.0,3850.0,2,61079.0
959,25,27.0,6821.0,3,42177.0
960,37,21.0,3376.0,3,53876.0
962,10,11.0,4858.0,3,30829.0
963,39,17.0,3104.0,1,50138.0
964,17,19.0,1580.0,1,21448.0
966,22,1.0,7737.0,2,30530.0
967,26,27.0,6921.0,1,52169.0
968,44,12.0,7055.0,2,35793.0
969,25,15.0,3402.0,1,43301.0
972,20,23.0,5337.0,3,40050.0
973,25,14.0,7777.0,3,32057.0
975,10,13.0,9060.0,3,18914.0
976,3,15.0,6978.0,1,37220.0
977,41,7.0,5951.0,2,26516.0
978,45,15.0,6749.0,3,49854.0
979,18,20.0,6361.0,3,64146.0
981,36,14.0,1969.0,1,37501.0
983,22,14.0,9186.0,2,46925.0
984,34,24.0,6847.0,3,47313.0
985,47,25.0,1222.0,2,44988.0
986,8,22.0,3961.0,3,47771.0
987,40,12.0,4606.0,3,16831.0
988,49,11.0,1287.0,2,33991.0
989,44,29.0,2246.0,3,50628.0
990,19,25.0,4925.0,2,53818.0
992,41,22.0,3027.0,2,50667.0
993,37,24.0,2154.0,3,53378.0
994,6,25.0,7386.0,3,39696.0
995,26,19.0,4234.0,2,50218.0
996,34,2.0,4521.0,3,898.0
997,45,22.0,3906.0,1,55949.0
1000,33,8.0,3240.0,1,22692.0
1001,22,25.0,5359.0,1,50692.0
1002,21,14.0,5017.0,2,49066.0
1003,6,9.0,1103.0,1,29773.0
1004,6,2.0,5481.0,2,25868.0
1007,30,5.0,2627.0,2,25081.0
1009,30,29.0,4140.0,2,71298.0
1010,31,25.0,3651.0,1,39689.0
1011,24,8.0,5421.0,3,17461.0
1012,9,16.0,2056.0,3,24677.0
1014,31,16.0,6564.0,2,58937.0
1015,40,13.0,7085.0,2,37357.0
1016,37,20.0,4074.0,2,53357.0
1018,24,15.0,2016.0,1,27846.0
1019,31,1.0,3498.0,2,18400.0
1020,6,22.0,1879.0,2,47480.0
1021,2,3.0,5880.0,2,32866.0
1022,20,6.0,6684.0,1,37838.0
1023,28,22.0,4091.0,1,45670.0
1024,11,14.0,2883.0,3,17756.0
1025,4,4.0,5616.0,2,32573.0
1026,15,18.0,3264.0,2,51705.0
1028,49,9.0,8870.0,2,59187.0
1029,30,18.0,3231.0,3,37026.0
1032,15,17.0,5292.0,3,25104.0
1033,11,7.0,5156.0,1,29763.0
1036,45,27.0,2912.0,3,52365.0
1037,44,25.0,1673.0,2,68111.0
1038,5,27.0,3481.0,3,43556.0
1040,26,17.0,3230.0,3,30524.0
1041,4,5.0,5619.0,2,36976.0
1043,20,19.0,1452.0,3,43190.0
1044,33,25.0,7098.0,2,58358.0
1047,12,15.0,4271.0,3,18570.0
1048,47,3.0,3833.0,2,35383.0
1049,1,15.0,3264.0,3,12046.0
1050,26,5.0,6625.0,1,29381.0
1051,14,23.0,2787.0,3,68647.0
1052,38,12.0,5369.0,2,52865.0
1053,37,20.0,2317.0,1,55234.0
1054,11,5.0,4926.0,2,30479.0
1055,36,3.0,5530.0,2,38346.0
1056,13,9.0,5534.0,1,30413.0
1057,43,26.0,5161.0,3,68388.0
1058,3,9.0,4521.0,2,26050.0
1059,33,7.0,2871.0,3,29671.0
1060,6,26.0,2894.0,3,50592.0
1061,50,2.0,5597.0,1,8349.0
1062,10,23.0,2477.0,2,53737.0
1063,5,23.0,2018.0,1,30104.0
1064,23,27.0,7859.0,1,24138.0
1066,44,16.0,6270.0,2,45135.0
1068,13,13.0,5102.0,1,20483.0
1070,2,27.0,4280.0,2,66288.0
1071,20,19.0,8216.0,2,49308.0
1072,1,20.0,3882.0,1,32297.0
1073,37,17.0,5352.0,2,42468.0
1075,17,4.0,5501.0,2,13133.0
1078,15,19.0,6346.0,1,40014.0
1079,24,9.0,1410.0,3,24229.0
1080,38,13.0,7693.0,1,27845.0
1081,35,8.0,7246.0,1,30473.0
1082,30,23.0,4391.0,2,80277.0
1084,49,15.0,6782.0,1,32890.0
1085,5,11.0,2924.0,1,15646.0
1086,44,12.0,4710.0,1,28831.0
1087,50,14.0,2388.0,2,45643.0
1088,14,4.0,7276.0,2,39036.0
1089,11,1.0,6645.0,1,15723.0
1090,9,24.0,4438.0,3,62410.0
1091,34,4.0,4206.0,3,14690.0
1092,12,19.0,4702.0,1,37507.0
1093,35,9.0,3205.0,2,41309.0
1094,35,10.0,4651.0,1,35721.0
1095,1,4.0,2924.0,1,10710.0
1098,29,13.0,6890.0,1,32122.0
1099,8,12.0,2611.0,2,52256.0
1100,11,11.0,4583.0,2,46827.0
1102,37,18.0,6537.0,2,45685.0
1103,14,12.0,1322.0,1,27423.0
1104,30,16.0,6480.0,3,15126.0
1105,35,5.0,2513.0,1,29589.0
1106,21,20.0,4692.0,3,52181.0
1107,37,25.0,7514.0,2,52845.0
1108,5,12.0,7244.0,1,50052.0
1110,14,25.0,2867.0,1,38960.0
1111,26,11.0,3361.0,2,36029.0
1112,4,9.0,3874.0,3,27883.0
1113,25,18.0,4707.0,1,40227.0
1114,45,25.0,5433.0,2,56066.0
1115,42,3.0,7554.0,1,26466.0
1116,25,20.0,3142.0,1,49358.0
1117,18,17.0,3742.0,3,31754.0
1118,40,14.0,7847.0,2,43710.0
1119,8,1.0,2681.0,1,8188.0
1120,39,17.0,6453.0,1,45448.0
1121,40,25.0,4822.0,1,35315.0
1122,14,27.0,5776.0,1,47494.0
1124,38,5.0,6414.0,2,24748.0
1125,33,5.0,3691.0,1,22992.0
1126,23,9.0,2160.0,1,26861.0
1127,15,3.0,5960.0,1,44074.0
1128,33,19.0,-6.0,2,40882.0
1129,25,23.0,3863.0,1,47478.0
1130,17,9.0,5582.0,1,18396.0
1131,33,22.0,6515.0,3,62610.0
1132,47,18.0,7453.0,3,54974.0
1134,14,1.0,7943.0,1,16209.0
1135,40,2.0,5383.0,3,12666.0
1136,40,14.0,7251.0,2,43398.0
1137,39,14.0,5352.0,2,40442.0
1138,6,1.0,6371.0,3,19305.0
1139,6,26.0,3801.0,1,69919.0
1140,3,26.0,5924.0,3,56809.0
1141,7,25.0,4053.0,2,69383.0
1142,8,16.0,4652.0,3,29173.0
1143,42,15.0,5930.0,2,57417.0
1145,47,15.0,5789.0,1,32384.0
1146,29,12.0,4976.0,1,29649.0
1147,33,16.0,3336.0,2,30916.0
1148,30,14.0,6792.0,3,17907.0
1149,39,29.0,4329.0,1,52625.0
1150,27,24.0,5748.0,2,49900.0
1151,36,15.0,6403.0,1,45666.0
1152,29,23.0,7528.0,3,43932.0
1153,38,15.0,6684.0,1,43172.0
1155,37,8.0,1565.0,2,46239.0
1158,4,27.0,5782.0,2,74594.0
1160,2,3.0,3766.0,1,7378.0
1161,10,23.0,7582.0,1,56834.0
1162,5,17.0,3786.0,3,25654.0
1163,10,8.0,8130.0,3,25612.0
1164,33,28.0,6501.0,3,44472.0
1165,38,23.0,1985.0,1,62710.0
1166,13,4.0,4165.0,2,36028.0
1168,47,21.0,8580.0,1,40771.0
1169,36,10.0,6208.0,3,27955.0
1171,24,1.0,5479.0,3,11986.0
1173,29,1.0,4718.0,1,34917.0
1175,5,26.0,6155.0,1,58942.0
1176,29,17.0,3069.0,2,34807.0
1178,4,23.0,5329.0,3,57557.0
1179,12,20.0,4375.0,3,47043.0
1180,45,15.0,8797.0,2,52266.0
1182,27,28.0,1086.0,1,62699.0
1184,36,28.0,6986.0,2,69833.0
1185,36,19.0,3147.0,3,41855.0
1186,26,24.0,6919.0,3,47585.0
1187,43,13.0,3004.0,2,47634.0
1188,27,24.0,7673.0,2,76550.0
1189,5,11.0,3854.0,1,27696.0
1190,20,27.0,4296.0,1,50137.0
1191,11,22.0,4148.0,1,35463.0
1193,40,10.0,8688.0,3,23827.0
1194,38,9.0,5029.0,1,20750.0
1196,8,28.0,3853.0,3,44230.0
1197,23,9.0,1745.0,3,9151.0
1198,47,20.0,4052.0,3,32736.0
1199,26,28.0,2481.0,2,69114.0
1201,43,17.0,4846.0,1,37490.0
1202,12,12.0,3914.0,1,52077.0
1203,26,10.0,7753.0,3,36954.0
1204,13,5.0,3288.0,3,17408.0
1205,40,29.0,6340.0,2,71181.0
1206,18,18.0,6301.0,3,29937.0
1208,33,6.0,4631.0,1,19931.0
1209,47,7.0,7638.0,3,22660.0
1212,12,8.0,9788.0,3,30790.0
1213,44,12.0,4753.0,3,21067.0
1214,36,21.0,5341.0,3,59996.0
1215,48,14.0,4276.0,3,41917.0
1216,4,12.0,8084.0,2,27851.0
1217,5,23.0,10209.0,1,50135.0
1218,37,10.0,6468.0,3,41257.0
1219,8,22.0,1779.0,1,51050.0
1221,49,15.0,7319.0,2,25102.0
1223,31,26.0,3798.0,3,49142.0
1224,9,9.0,3728.0,3,922.0
1225,29,10.0,4845.0,3,30009.0
1226,14,10.0,5513.0,3,17391.0
1228,41,29.0,1945.0,1,56374.0
1229,22,7.0,1992.0,2,29539.0
1230,11,28.0,2231.0,1,61700.0
1231,23,5.0,5032.0,2,34338.0
1233,46,3.0,7026.0,2,47899.0
1234,37,18.0,6109.0,3,26762.0
1235,21,11.0,3835.0,3,36436.0
1236,26,15.0,5459.0,2,39500.0
1237,46,21.0,7108.0,1,35443.0
1238,36,20.0,4545.0,1,28874.0
1239,23,5.0,4379.0,3,12421.0
1241,40,12.0,3390.0,3,27295.0
1242,15,4.0,6371.0,3,21181.0
1245,9,7.0,3646.0,2,22891.0
1246,9,10.0,6522.0,3,9417.0
1247,10,29.0,5772.0,2,56079.0
1248,26,28.0,4821.0,1,56566.0
1249,41,23.0,4128.0,1,54380.0
1250,35,13.0,6200.0,3,20356.0
1251,25,29.0,6085.0,1,64258.0
1252,26,8.0,5403.0,3,29486.0
1253,11,12.0,5851.0,3,30976.0
1254,38,22.0,5072.0,3,33475.0
1257,18,26.0,4462.0,2,55412.0
1258,27,26.0,8892.0,2,72580.0
1259,34,1.0,6266.0,3,432.0
1260,27,16.0,5403.0,2,52131.0
1261,17,22.0,5925.0,1,56809.0
1262,43,17.0,2953.0,1,39777.0
1263,44,25.0,3780.0,2,50619.0
1264,24,18.0,4330.0,1,24159.0
1265,25,11.0,5776.0,1,20048.0
1266,7,18.0,4130.0,2,55177.0
1267,6,7.0,3997.0,3,16637.0
1269,33,26.0,5050.0,3,52017.0
1270,49,8.0,5331.0,2,16405.0
1272,43,7.0,3607.0,3,7318.0
1273,22,23.0,5741.0,1,35587.0
1274,26,22.0,2919.0,3,35189.0
1275,28,10.0,4561.0,2,63370.0
1276,50,11.0,5603.0,3,32303.0
1277,21,25.0,4482.0,1,39779.0
1278,49,13.0,1876.0,1,43109.0
1279,7,9.0,2114.0,1,12124.0
1280,17,7.0,5441.0,1,40025.0
1281,20,9.0,6159.0,3,14611.0
1283,49,26.0,6207.0,1,74821.0
1285,22,3.0,6476.0,3,33058.0
1286,28,1.0,5672.0,2,25316.0
1287,40,21.0,3721.0,1,43605.0
1289,7,2.0,5592.0,1,31597.0
1290,1,25.0,8344.0,3,44219.0
1291,32,3.0,7758.0,3,34757.0
1292,13,15.0,4815.0,1,30074.0
1293,30,24.0,4164.0,2,54778.0
1294,23,6.0,8118.0,1,35533.0
1295,19,13.0,6103.0,2,43297.0
1296,32,21.0,4651.0,2,58105.0
1298,29,20.0,3489.0,3,38893.0
1299,49,19.0,3349.0,3,39889.0
1300,45,1.0,4707.0,2,42508.0
1301,29,28.0,6237.0,2,62205.0
1302,30,21.0,6542.0,2,60108.0
1303,16,22.0,8000.0,3,56502.0
1304,40,2.0,6862.0,3,13915.0
1305,19,15.0,2399.0,3,40280.0
1306,18,14.0,7060.0,1,61630.0
1307,1,19.0,8466.0,2,55568.0
1308,14,11.0,8367.0,2,56429.0
1309,47,15.0,2574.0,1,39707.0
1310,50,6.0,4617.0,2,41268.0
1311,2,20.0,6921.0,2,62586.0
1312,28,9.0,2683.0,1,36311.0
1315,30,2.0,3648.0,1,10358.0
1316,38,6.0,1737.0,2,34643.0
1317,4,26.0,7459.0,3,35436.0
1318,1,18.0,5328.0,2,57448.0
1319,8,28.0,3958.0,1,62625.0
1320,29,29.0,3072.0,3,49169.0
1321,39,23.0,5349.0,2,59221.0
1322,3,19.0,6030.0,1,52442.0
1323,32,9.0,5651.0,2,45492.0
1325,10,21.0,5953.0,3,49032.0
1326,19,24.0,6388.0,2,62173.0
1327,46,27.0,4313.0,1,53801.0
1328,34,6.0,7079.0,1,28886.0
1329,33,14.0,3296.0,3,43171.0
1331,28,26.0,5264.0,2,76262.0
1332,32,24.0,4007.0,1,28878.0
1333,50,29.0,4363.0,3,55206.0
1335,29,11.0,5474.0,2,24221.0
1336,8,12.0,6290.0,1,17879.0
1337,1,19.0,7149.0,1,48832.0
1338,3,19.0,3948.0,2,52729.0
1340,23,27.0,4551.0,2,38172.0
1341,8,26.0,7034.0,2,75321.0
1342,47,19.0,4235.0,1,52655.0
1343,37,24.0,5095.0,3,31243.0
1344,3,26.0,9591.0,2,80752.0
1345,33,13.0,7570.0,1,53460.0
1346,28,28.0,2929.0,2,51006.0
1347,47,14.0,6803.0,2,47518.0
1349,34,18.0,2798.0,1,21262.0
1350,35,12.0,4779.0,1,28522.0
1351,32,4.0,3104.0,1,32524.0
1352,24,10.0,214.0,3,11571.0
1353,14,29.0,4708.0,2,85553.0
1354,32,17.0,3987.0,3,37375.0
1356,43,12.0,4980.0,1,32435.0
1359,37,27.0,5030.0,2,62601.0
1360,21,29.0,6357.0,3,49323.0
1361,14,4.0,1793.0,1,2973.0
1362,31,10.0,9278.0,1,31613.0
1363,48,25.0,8511.0,2,66360.0
1364,18,3.0,3453.0,1,3559.0
1365,7,15.0,7919.0,3,44646.0
1366,10,2.0,6714.0,3,16150.0
1367,7,25.0,4121.0,1,42313.0
1368,33,25.0,3786.0,3,44574.0
1369,23,17.0,3937.0,3,42018.0
1370,21,6.0,10652.0,1,41218.0
1371,19,26.0,7720.0,1,71045.0
1372,48,8.0,4594.0,2,53677.0
1374,36,27.0,6694.0,3,43754.0
1375,29,25.0,6607.0,1,38773.0
1376,18,18.0,3086.0,3,45378.0
1377,2,22.0,5595.0,1,45747.0
1379,47,29.0,5304.0,3,38571.0
1381,20,7.0,7035.0,2,28145.0
1382,11,3.0,4463.0,1,30454.0
1383,42,23.0,5236.0,3,50696.0
1384,2,4.0,1243.0,2,6704.0
1385,3,9.0,5647.0,3,18356.0
1386,23,5.0,3442.0,3,24847.0
1387,12,19.0,1965.0,1,51207.0
1388,20,15.0,7258.0,3,37442.0
1389,5,8.0,4916.0,1,27740.0
1390,37,6.0,845.0,2,20369.0
1391,38,18.0,3432.0,2,60447.0
1392,30,19.0,5010.0,3,25538.0
1393,9,24.0,5069.0,2,43941.0
1394,34,15.0,4001.0,1,37777.0
1395,44,26.0,-1730.0,1,43183.0
1396,35,7.0,3896.0,2,40852.0
1398,44,6.0,7804.0,1,42320.0
1400,17,17.0,8766.0,3,48111.0
1401,10,9.0,1765.0,1,16398.0
1402,30,19.0,3379.0,2,58319.0
1403,46,5.0,6782.0,1,20159.0
1405,32,7.0,4980.0,2,25458.0
1406,17,19.0,2761.0,1,56132.0
1407,50,20.0,2756.0,2,52135.0
1408,17,26.0,3548.0,2,53954.0
1409,14,7.0,2843.0,2,39555.0
1410,9,24.0,5261.0,1,45809.0
1411,40,2.0,4815.0,3,3867.0
1412,2,25.0,2677.0,2,88663.0
1413,45,23.0,4290.0,2,45844.0
1415,39,13.0,5678.0,3,20938.0
1416,9,8.0,6433.0,3,28406.0
1417,22,6.0,3176.0,1,20524.0
1418,43,6.0,3427.0,2,39105.0
1419,46,9.0,5515.0,1,14092.0
1420,4,4.0,5212.0,3,128.0
1421,26,27.0,6546.0,2,73406.0
1422,29,11.0,3446.0,2,21455.0
1423,45,5.0,3678.0,3,3756.0
1424,34,25.0,4558.0,2,60249.0
1425,23,17.0,2867.0,1,24852.0
1426,37,20.0,4515.0,3,26945.0
1427,11,7.0,2900.0,3,13709.0
1428,6,27.0,5835.0,2,43322.0
1429,18,15.0,3129.0,3,15994.0
1430,21,25.0,5505.0,1,65305.0
1431,42,15.0,7913.0,3,43399.0
1432,36,14.0,5856.0,2,68336.0
1433,41,13.0,5351.0,3,34728.0
1434,38,11.0,2272.0,2,51333.0
1436,17,13.0,7231.0,1,33413.0
1437,37,26.0,4687.0,3,51878.0
1438,25,22.0,4231.0,1,27446.0
1439,38,28.0,3372.0,1,60155.0
1440,12,24.0,8578.0,3,41624.0
1441,23,29.0,6567.0,1,54192.0
1442,42,9.0,3483.0,1,36259.0
1443,22,10.0,7198.0,2,25237.0
1445,27,17.0,4957.0,3,38944.0
1446,31,14.0,4311.0,2,39145.0
1447,6,24.0,3013.0,1,48783.0
1448,27,18.0,6414.0,1,42985.0
1450,34,16.0,4063.0,1,35426.0
1452,45,29.0,3363.0,1,50411.0
1453,7,7.0,8056.0,1,23457.0
1454,10,28.0,6935.0,3,44538.0
1455,45,10.0,5153.0,2,41016.0
1456,17,9.0,3297.0,3,22553.0
1457,26,27.0,3405.0,2,64122.0
1458,21,28.0,3317.0,2,55678.0
1459,28,28.0,2538.0,3,50328.0
1460,46,25.0,5645.0,3,59899.0
1461,2,3.0,3715.0,1,20417.0
1462,43,22.0,3600.0,1,56603.0
1463,1,23.0,3372.0,2,58286.0
1464,36,14.0,7007.0,1,30233.0
1466,29,25.0,7538.0,2,49457.0
1467,21,15.0,4424.0,1,30456.0
1468,11,2.0,2509.0,1,13594.0
1469,40,24.0,5938.0,3,52278.0
1470,11,14.0,6774.0,3,44164.0
1472,49,7.0,5126.0,2,42062.0
1473,39,4.0,5636.0,2,39154.0
1475,35,24.0,4083.0,3,32890.0
1476,34,27.0,6763.0,3,72958.0
1477,47,5.0,4497.0,1,32194.0
1478,24,6.0,3788.0,1,20220.0
1479,22,27.0,1469.0,3,50388.0
1480,5,7.0,1488.0,2,18555.0
1481,33,15.0,5431.0,3,29246.0
1482,36,26.0,4845.0,3,44454.0
1483,47,1.0,6774.0,2,22675.0
1485,19,4.0,4509.0,2,30649.0
1486,35,29.0,6897.0,2,57073.0
1489,45,11.0,4643.0,3,34011.0
1491,34,14.0,2443.0,3,35501.0
1493,26,11.0,3607.0,2,30397.0
1494,2,10.0,4401.0,2,41790.0
1495,9,27.0,4316.0,1,68384.0
1496,9,17.0,5144.0,1,34725.0
1497,40,4.0,7693.0,1,18762.0
1498,17,24.0,8804.0,1,58346.0
1499,1,15.0,6313.0,2,72979.0
1500,25,26.0,3041.0,2,67796.0
1501,43,16.0,4650.0,1,29292.0
1502,40,21.0,5521.0,3,33698.0
1503,42,13.0,4186.0,2,37964.0
1504,25,9.0,4445.0,2,18860.0
1505,39,11.0,4857.0,2,38792.0
1506,35,11.0,6544.0,2,41809.0
1509,37,22.0,6185.0,3,46401.0
1510,44,6.0,8448.0,2,25918.0
1511,44,13.0,1974.0,1,28689.0
1512,30,22.0,4125.0,1,38874.0
1513,38,24.0,3973.0,2,70724.0
1514,34,22.0,5159.0,1,40275.0
1515,12,5.0,1352.0,1,32037.0
1516,19,15.0,7722.0,1,40040.0
1518,44,18.0,5596.0,1,42309.0
1519,49,20.0,5364.0,2,45768.0
1520,17,14.0,3966.0,2,48232.0
1521,10,15.0,6397.0,2,43318.0
1522,49,26.0,5010.0,1,56184.0
1523,47,5.0,830.0,3,19203.0
1524,12,26.0,4783.0,1,71897.0
1525,16,4.0,4444.0,2,34263.0
1526,24,2.0,6393.0,3,22680.0
1527,19,7.0,10402.0,3,30426.0
1528,8,10.0,5755.0,1,27354.0
1529,31,16.0,9239.0,2,58182.0
1530,21,10.0,3627.0,1,26658.0
1531,17,18.0,3755.0,2,45874.0
1532,23,17.0,4507.0,3,23207.0
1533,37,21.0,5850.0,1,52707.0
1537,25,1.0,2714.0,3,5829.0
1538,18,15.0,7231.0,3,24649.0
1539,25,1.0,6287.0,1,29537.0
1541,15,25.0,5911.0,3,63094.0
1542,26,26.0,3903.0,3,38940.0
1543,41,13.0,4895.0,3,43492.0
1544,45,27.0,4916.0,3,50272.0
1547,32,5.0,2761.0,1,6655.0
1548,10,9.0,6073.0,2,40938.0
1549,16,25.0,5609.0,2,51848.0
1551,17,16.0,3411.0,1,40368.0
1552,23,8.0,2812.0,1,17807.0
1553,26,17.0,4267.0,3,24713.0
1555,22,24.0,3143.0,2,52836.0
1557,14,12.0,7115.0,3,27924.0
1558,15,5.0,7468.0,1,35158.0
1559,7,24.0,-436.0,1,51973.0
1561,48,25.0,5332.0,3,42510.0
1562,8,1.0,5094.0,2,16930.0
1563,50,25.0,4796.0,1,42700.0
1564,23,1.0,2357.0,2,5432.0
1565,29,10.0,5719.0,2,48987.0
1566,18,10.0,8223.0,2,54501.0
1567,31,3.0,5308.0,1,8870.0
1568,30,17.0,2769.0,2,36832.0
1569,39,19.0,1949.0,1,45668.0
1570,35,28.0,4411.0,1,47335.0
1571,18,11.0,3511.0,1,42049.0
1572,42,29.0,6405.0,2,61456.0
1573,39,18.0,7740.0,1,21807.0
1574,17,2.0,5939.0,3,11448.0
1575,14,9.0,4829.0,3,16440.0
1576,31,24.0,4734.0,3,46260.0
1577,24,17.0,5142.0,1,36124.0
1578,35,28.0,2680.0,3,54909.0
1579,44,14.0,6204.0,1,40194.0
1580,45,4.0,2838.0,1,21527.0
1581,34,29.0,7232.0,1,61193.0
1582,3,17.0,4273.0,2,48912.0
1583,37,17.0,6661.0,3,21855.0
1584,43,12.0,2053.0,1,33535.0
1585,40,28.0,6647.0,3,59637.0
1586,26,20.0,7725.0,3,44669.0
1588,44,3.0,4772.0,3,19221.0
1589,39,11.0,5669.0,1,33401.0
1590,15,25.0,5767.0,1,59214.0
1591,49,18.0,4320.0,3,34580.0
1593,29,17.0,5506.0,2,48117.0
1594,22,18.0,5705.0,1,32077.0
1595,25,5.0,3745.0,3,10859.0
1596,13,14.0,3349.0,3,29544.0
1597,18,10.0,7422.0,1,40838.0
1598,33,15.0,5215.0,3,38332.0
1599,16,1.0,456.0,2,23952.0
1600,45,16.0,7435.0,3,47429.0
1602,44,23.0,5133.0,2,60630.0
1603,2,20.0,5749.0,2,50807.0
1604,35,6.0,2032.0,2,19931.0
1605,42,24.0,4422.0,1,55106.0
1606,34,29.0,7635.0,3,38927.0
1608,13,16.0,4419.0,2,49310.0
1609,13,2.0,6431.0,1,9654.0
1610,18,1.0,6695.0,2,27033.0
1611,32,24.0,6593.0,3,47748.0
1612,32,24.0,2707.0,1,42562.0
1613,35,9.0,8282.0,1,30677.0
1614,39,22.0,4072.0,3,41675.0
1615,46,12.0,5218.0,1,20768.0
1616,29,17.0,4297.0,1,44403.0
1617,49,25.0,5459.0,2,41558.0
1618,29,28.0,3271.0,1,73401.0
1619,44,29.0,4549.0,2,72480.0
1621,44,19.0,7449.0,2,61076.0
1622,47,27.0,7207.0,2,65837.0
1623,10,22.0,7309.0,1,41127.0
1624,30,10.0,6737.0,2,40143.0
1626,39,26.0,4419.0,3,39308.0
1627,20,27.0,4684.0,1,55817.0
1629,1,14.0,4877.0,1,26817.0
1630,30,9.0,2127.0,3,11614.0
1631,49,27.0,5529.0,1,71726.0
1632,3,13.0,5992.0,1,20919.0
1633,45,3.0,4485.0,2,32073.0
1634,14,21.0,1485.0,1,58632.0
1636,50,14.0,2410.0,3,43142.0
1638,18,10.0,5238.0,3,24752.0
1639,37,16.0,5434.0,2,53098.0
1640,25,7.0,2877.0,2,34750.0
1641,48,4.0,7523.0,1,26826.0
1642,1,27.0,5340.0,1,58989.0
1643,46,20.0,3171.0,2,69710.0
1645,9,25.0,5195.0,1,42118.0
1646,15,11.0,8673.0,3,34396.0
1647,49,16.0,3894.0,1,44423.0
1649,4,4.0,5578.0,1,11833.0
1650,12,22.0,7024.0,1,58127.0
1651,37,22.0,9645.0,1,45385.0
1652,37,23.0,11837.0,1,49833.0
1653,43,17.0,1895.0,1,32401.0
1656,46,3.0,4505.0,2,34790.0
1658,11,6.0,3360.0,3,30068.0
1659,13,22.0,4956.0,2,65659.0
1661,25,11.0,2993.0,1,38493.0
1662,7,16.0,8585.0,2,45722.0
1664,8,27.0,4834.0,3,45982.0
1665,20,5.0,5175.0,1,31546.0
1666,29,14.0,4933.0,3,18147.0
1667,45,17.0,4368.0,1,25843.0
1668,46,3.0,8228.0,2,12944.0
1671,34,16.0,5961.0,1,40013.0
1672,26,21.0,5573.0,2,44443.0
1673,41,26.0,3338.0,2,68289.0
1674,49,25.0,7410.0,3,48878.0
1676,6,19.0,3267.0,3,35928.0
1677,5,26.0,2604.0,1,52498.0
1678,5,17.0,2217.0,1,56438.0
1680,23,26.0,5093.0,1,35381.0
1681,49,22.0,4277.0,2,58717.0
1682,9,23.0,9162.0,1,53573.0
1683,35,26.0,4077.0,3,53310.0
